2027 GKS-U Available Departments,__EMPTY,__EMPTY_1,__EMPTY_2,__EMPTY_3,__EMPTY_4,__EMPTY_5,__EMPTY_6,__EMPTY_7,__EMPTY_8,__EMPTY_9,__EMPTY_10,__EMPTY_11,__EMPTY_12,__EMPTY_13,__EMPTY_14,__EMPTY_15,__EMPTY_16,Source_File,Sheet_Name,2027 GKS-Korea University Available Departments for Undergraduate Degrees,__EMPTY_17
13,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,태국학과,Department of Thai Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
14,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,베트남어과,Department of Vietnamese Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
15,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,인도·남아시아학과,Department of Indian & South Asian Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
16,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,아랍어과,Department of Arabic,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
17,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,튀르키예·아제르바이잔학과,Department of Turkish and Azerbaijani Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
18,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,페르시아어·이란학과,Department of Persian and Iranian Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
19,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,몽골학과,Department of Mongolian Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
20,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,중국언어문화학부,"Division of Chinese Language, Literature and Culture",인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
21,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,중국외교통상학부,Division of Chinese Foreign Affairs and Commerce,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
22,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,일본언어문화학부,"Division of Japanese Language, Literature and Culture",인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
23,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,융합일본지역학부,Division of Integrated Japanese Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
24,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,정치외교학과,Department of Political Science and Diplomacy,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
25,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,행정학과,Department of Public Administration,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
26,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,미디어커뮤니케이션학부,Division of Media & Communication,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
27,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,국제통상학과,Department of International Economics and Law,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
28,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,경제학부,Division of Economics,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
29,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,경영학부,Business Administration Division,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 4 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
30,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,영어교육과,Department of English Education,교육,Education,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
31,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,한국어교육과,Department of Korean Education,교육,Education,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
32,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,"외국어교육학부
(프랑스어교육전공)","Division of Foreign Language Education
(French Education)",교육,Education,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
33,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,"외국어교육학부
(독일어교육전공)","Division of Foreign Language Education
(German Education)",교육,Education,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
34,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,"외국어교육학부
(중국어교육전공)","Division of Foreign Language Education
(Chinese Education)",교육,Education,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
35,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,국제학부,Division of International Studies,사회,Social Sciences,Bachelor's degree,4,English 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
36,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,Language & AI융합학부,Division of Language & AI,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
37,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,Social Science & AI융합학부,Division of Social Science & AI,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
38,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Seoul,KFL학부,Division of Korean as a Foreign Language,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
39,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,철학과,Department of Philosophy,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
40,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,사학과,Department of History,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
41,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,언어인지과학과,Department of Linguistics and Cognitive Science,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
42,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,폴란드학과,Department of Polish Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
43,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,루마니아학과,Department of Romanian Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
44,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,체코·슬로바키아학과,Department of Czech and Slovak Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
45,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,헝가리학과,Department of Hungarian Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
46,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,세르비아·크로아티아학과,Department of South Slavic Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
47,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,그리스·불가리아학과,Department of Greek Studies and Bulgarian Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
48,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,중앙아시아학과,Department of Central Asian Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
49,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,아프리카학부,Division of African Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
50,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,우크라이나학과,Department of Ukrainian Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
51,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,한국학과,Department of Korean Studies,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
52,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,Global Business & Technology학부,Division of Global Business & Technology,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
53,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,국제금융학과,Department of International Finance,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
54,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,수학과,Department of Mathematics,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
55,한국외국어대학교,"Hankuk University of 
Foreign Studies",Embassy Track,A,Yong-in,통계학과,Department of Statistics,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,"http://international.hufs.ac.kr/, https://issc.hufs.ac.kr/",+82-2-2173-2065,,available departments (15).xlsx,Hankuk Univ. of Foreign Studies,,
